type,hts,year,desc,cntry,quantity_desc,fas,a
FAS Value,220850,2002,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,3262.00,
FAS Value,220850,2003,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,3847.00,
FAS Value,220850,2004,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,4396.00,
FAS Value,220850,2006,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,4777.00,
FAS Value,220850,2007,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,125318.00,
FAS Value,220850,2008,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,131027.00,
FAS Value,220850,2009,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,4088.00,
FAS Value,220850,2010,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,4088.00,
FAS Value,220850,2011,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,88536.00,
FAS Value,220850,2015,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,14400.00,
FAS Value,220850,2016,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,5399.00,
FAS Value,220850,2018,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,22815.00,
FAS Value,220850,2019,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,16918.00,
FAS Value,220850,2020,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,4553.00,
FAS Value,220850,2021,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,33845.00,
FAS Value,220850,2023,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,6000.00,
FAS Value,220850,2024,GIN AND GENEVA,United Arab Emirates,Value for: proof liters,127025.00,
FAS Value,220850,1989,GIN AND GENEVA,United Kingdom,Value for: proof liters,4500.00,
FAS Value,220850,1990,GIN AND GENEVA,United Kingdom,Value for: proof liters,13559.00,
FAS Value,220850,1992,GIN AND GENEVA,United Kingdom,Value for: proof liters,55623.00,
FAS Value,220850,1994,GIN AND GENEVA,United Kingdom,Value for: proof liters,9265.00,
FAS Value,220850,1995,GIN AND GENEVA,United Kingdom,Value for: proof liters,6608.00,
FAS Value,220850,1996,GIN AND GENEVA,United Kingdom,Value for: proof liters,2896.00,
FAS Value,220850,1998,GIN AND GENEVA,United Kingdom,Value for: proof liters,8813.00,
FAS Value,220850,1999,GIN AND GENEVA,United Kingdom,Value for: proof liters,27532.00,
FAS Value,220850,2000,GIN AND GENEVA,United Kingdom,Value for: proof liters,77976.00,
FAS Value,220850,2001,GIN AND GENEVA,United Kingdom,Value for: proof liters,11829.00,
FAS Value,220850,2007,GIN AND GENEVA,United Kingdom,Value for: proof liters,10972.00,
FAS Value,220850,2008,GIN AND GENEVA,United Kingdom,Value for: proof liters,7840.00,
FAS Value,220850,2009,GIN AND GENEVA,United Kingdom,Value for: proof liters,29557.00,
FAS Value,220850,2012,GIN AND GENEVA,United Kingdom,Value for: proof liters,4200.00,
FAS Value,220850,2013,GIN AND GENEVA,United Kingdom,Value for: proof liters,30903.00,
FAS Value,220850,2014,GIN AND GENEVA,United Kingdom,Value for: proof liters,199779.00,
FAS Value,220850,2015,GIN AND GENEVA,United Kingdom,Value for: proof liters,262650.00,
FAS Value,220850,2016,GIN AND GENEVA,United Kingdom,Value for: proof liters,248680.00,
FAS Value,220850,2017,GIN AND GENEVA,United Kingdom,Value for: proof liters,1435478.00,
FAS Value,220850,2018,GIN AND GENEVA,United Kingdom,Value for: proof liters,1196671.00,
FAS Value,220850,2019,GIN AND GENEVA,United Kingdom,Value for: proof liters,1838232.00,
FAS Value,220850,2020,GIN AND GENEVA,United Kingdom,Value for: proof liters,603551.00,
FAS Value,220850,2021,GIN AND GENEVA,United Kingdom,Value for: proof liters,1393029.00,
FAS Value,220850,2022,GIN AND GENEVA,United Kingdom,Value for: proof liters,1103023.00,
FAS Value,220850,2023,GIN AND GENEVA,United Kingdom,Value for: proof liters,394772.00,
FAS Value,220850,2024,GIN AND GENEVA,United Kingdom,Value for: proof liters,1570178.00,
FAS Value,220850,1989,GIN AND GENEVA,Uruguay,Value for: proof liters,6975.00,
FAS Value,220850,2000,GIN AND GENEVA,Uruguay,Value for: proof liters,4000.00,
FAS Value,220850,2011,GIN AND GENEVA,Uruguay,Value for: proof liters,19567.00,
FAS Value,220850,2024,GIN AND GENEVA,Uruguay,Value for: proof liters,37962.00,
FAS Value,220850,1990,GIN AND GENEVA,Venezuela,Value for: proof liters,2750.00,
FAS Value,220850,1991,GIN AND GENEVA,Venezuela,Value for: proof liters,4750.00,
FAS Value,220850,1992,GIN AND GENEVA,Venezuela,Value for: proof liters,3187.00,
FAS Value,220850,2000,GIN AND GENEVA,Venezuela,Value for: proof liters,18680.00,
FAS Value,220850,2023,GIN AND GENEVA,Venezuela,Value for: proof liters,4768.00,
FAS Value,220850,2008,GIN AND GENEVA,Vietnam,Value for: proof liters,3993.00,
FAS Value,220850,2015,GIN AND GENEVA,Vietnam,Value for: proof liters,6409.00,
FAS Value,220850,2016,GIN AND GENEVA,Vietnam,Value for: proof liters,2639.00,
FAS Value,220850,2019,GIN AND GENEVA,Vietnam,Value for: proof liters,290715.00,
FAS Value,220850,2021,GIN AND GENEVA,Zambia,Value for: proof liters,3920.00,
FAS Value,220860,2023,VODKA,Albania,Value for: proof liters,25112.00,
FAS Value,220860,1996,VODKA,Andorra,Value for: proof liters,2822.00,
FAS Value,220860,2011,VODKA,Angola,Value for: proof liters,14708.00,
FAS Value,220860,2023,VODKA,Angola,Value for: proof liters,60000.00,
FAS Value,220860,2007,VODKA,Anguilla,Value for: proof liters,4500.00,
FAS Value,220860,2009,VODKA,Anguilla,Value for: proof liters,8928.00,
FAS Value,220860,2018,VODKA,Anguilla,Value for: proof liters,26100.00,
FAS Value,220860,2021,VODKA,Anguilla,Value for: proof liters,64772.00,
FAS Value,220860,2022,VODKA,Anguilla,Value for: proof liters,3630.00,
FAS Value,220860,2023,VODKA,Anguilla,Value for: proof liters,6001.00,
FAS Value,220860,2024,VODKA,Anguilla,Value for: proof liters,64389.00,
FAS Value,220860,1996,VODKA,Antigua and Barbuda,Value for: proof liters,88700.00,
FAS Value,220860,1998,VODKA,Antigua and Barbuda,Value for: proof liters,10535.00,
FAS Value,220860,2003,VODKA,Antigua and Barbuda,Value for: proof liters,6706.00,
FAS Value,220860,2004,VODKA,Antigua and Barbuda,Value for: proof liters,25355.00,
FAS Value,220860,2005,VODKA,Antigua and Barbuda,Value for: proof liters,2680.00,
FAS Value,220860,2006,VODKA,Antigua and Barbuda,Value for: proof liters,14438.00,
FAS Value,220860,2007,VODKA,Antigua and Barbuda,Value for: proof liters,12730.00,
FAS Value,220860,2008,VODKA,Antigua and Barbuda,Value for: proof liters,20719.00,
FAS Value,220860,2009,VODKA,Antigua and Barbuda,Value for: proof liters,18853.00,
FAS Value,220860,2010,VODKA,Antigua and Barbuda,Value for: proof liters,71515.00,
FAS Value,220860,2011,VODKA,Antigua and Barbuda,Value for: proof liters,18614.00,
FAS Value,220860,2012,VODKA,Antigua and Barbuda,Value for: proof liters,151791.00,
FAS Value,220860,2013,VODKA,Antigua and Barbuda,Value for: proof liters,20175.00,
FAS Value,220860,2014,VODKA,Antigua and Barbuda,Value for: proof liters,20441.00,
FAS Value,220860,2015,VODKA,Antigua and Barbuda,Value for: proof liters,28352.00,
FAS Value,220860,2016,VODKA,Antigua and Barbuda,Value for: proof liters,33150.00,
FAS Value,220860,2017,VODKA,Antigua and Barbuda,Value for: proof liters,21206.00,
FAS Value,220860,2018,VODKA,Antigua and Barbuda,Value for: proof liters,22537.00,
FAS Value,220860,2019,VODKA,Antigua and Barbuda,Value for: proof liters,46029.00,
FAS Value,220860,2020,VODKA,Antigua and Barbuda,Value for: proof liters,31067.00,
FAS Value,220860,2021,VODKA,Antigua and Barbuda,Value for: proof liters,95514.00,
FAS Value,220860,2022,VODKA,Antigua and Barbuda,Value for: proof liters,69021.00,
FAS Value,220860,2023,VODKA,Antigua and Barbuda,Value for: proof liters,74753.00,
FAS Value,220860,2024,VODKA,Antigua and Barbuda,Value for: proof liters,116570.00,
FAS Value,220860,1996,VODKA,Argentina,Value for: proof liters,61250.00,
FAS Value,220860,1997,VODKA,Argentina,Value for: proof liters,83055.00,
FAS Value,220860,2003,VODKA,Argentina,Value for: proof liters,19559.00,
FAS Value,220860,2005,VODKA,Argentina,Value for: proof liters,16122.00,
FAS Value,220860,2006,VODKA,Argentina,Value for: proof liters,22770.00,
FAS Value,220860,2018,VODKA,Argentina,Value for: proof liters,65385.00,
FAS Value,220860,1997,VODKA,Armenia,Value for: proof liters,66060.00,
FAS Value,220860,2014,VODKA,Armenia,Value for: proof liters,16830.00,
FAS Value,220860,2023,VODKA,Armenia,Value for: proof liters,52210.00,
FAS Value,220860,1996,VODKA,Aruba,Value for: proof liters,25800.00,
FAS Value,220860,1997,VODKA,Aruba,Value for: proof liters,13150.00,
FAS Value,220860,1998,VODKA,Aruba,Value for: proof liters,20233.00,
FAS Value,220860,1999,VODKA,Aruba,Value for: proof liters,12918.00,
FAS Value,220860,2000,VODKA,Aruba,Value for: proof liters,23995.00,
FAS Value,220860,2001,VODKA,Aruba,Value for: proof liters,29340.00,
FAS Value,220860,2002,VODKA,Aruba,Value for: proof liters,34172.00,
FAS Value,220860,2003,VODKA,Aruba,Value for: proof liters,46796.00,
FAS Value,220860,2004,VODKA,Aruba,Value for: proof liters,31848.00,
FAS Value,220860,2005,VODKA,Aruba,Value for: proof liters,68390.00,
FAS Value,220860,2006,VODKA,Aruba,Value for: proof liters,60011.00,
FAS Value,220860,2007,VODKA,Aruba,Value for: proof liters,64834.00,
FAS Value,220860,2008,VODKA,Aruba,Value for: proof liters,29321.00,
FAS Value,220860,2010,VODKA,Aruba,Value for: proof liters,7820.00,
FAS Value,220860,2011,VODKA,Aruba,Value for: proof liters,6600.00,
FAS Value,220860,2014,VODKA,Aruba,Value for: proof liters,61210.00,
FAS Value,220860,2015,VODKA,Aruba,Value for: proof liters,47370.00,
FAS Value,220860,2016,VODKA,Aruba,Value for: proof liters,93824.00,
FAS Value,220860,2017,VODKA,Aruba,Value for: proof liters,174954.00,
FAS Value,220860,2018,VODKA,Aruba,Value for: proof liters,101424.00,
FAS Value,220860,2019,VODKA,Aruba,Value for: proof liters,241326.00,
FAS Value,220860,2020,VODKA,Aruba,Value for: proof liters,39585.00,
FAS Value,220860,2021,VODKA,Aruba,Value for: proof liters,191927.00,
FAS Value,220860,2022,VODKA,Aruba,Value for: proof liters,182106.00,
FAS Value,220860,2023,VODKA,Aruba,Value for: proof liters,441594.00,
FAS Value,220860,2024,VODKA,Aruba,Value for: proof liters,579759.00,
FAS Value,220860,1996,VODKA,Australia,Value for: proof liters,603535.00,
FAS Value,220860,1997,VODKA,Australia,Value for: proof liters,270228.00,
FAS Value,220860,1998,VODKA,Australia,Value for: proof liters,167807.00,
FAS Value,220860,2000,VODKA,Australia,Value for: proof liters,40772.00,
FAS Value,220860,2001,VODKA,Australia,Value for: proof liters,50103.00,
FAS Value,220860,2002,VODKA,Australia,Value for: proof liters,81246.00,
FAS Value,220860,2003,VODKA,Australia,Value for: proof liters,152003.00,
FAS Value,220860,2004,VODKA,Australia,Value for: proof liters,716504.00,
FAS Value,220860,2005,VODKA,Australia,Value for: proof liters,939822.00,
FAS Value,220860,2006,VODKA,Australia,Value for: proof liters,1215580.00,
FAS Value,220860,2007,VODKA,Australia,Value for: proof liters,1897653.00,
FAS Value,220860,2008,VODKA,Australia,Value for: proof liters,4314377.00,
FAS Value,220860,2009,VODKA,Australia,Value for: proof liters,2522728.00,
FAS Value,220860,2010,VODKA,Australia,Value for: proof liters,945910.00,
FAS Value,220860,2011,VODKA,Australia,Value for: proof liters,951860.00,
FAS Value,220860,2012,VODKA,Australia,Value for: proof liters,406024.00,
FAS Value,220860,2013,VODKA,Australia,Value for: proof liters,311169.00,
FAS Value,220860,2014,VODKA,Australia,Value for: proof liters,1328234.00,
FAS Value,220860,2015,VODKA,Australia,Value for: proof liters,2740117.00,
FAS Value,220860,2016,VODKA,Australia,Value for: proof liters,2029284.00,
FAS Value,220860,2017,VODKA,Australia,Value for: proof liters,3741591.00,
FAS Value,220860,2018,VODKA,Australia,Value for: proof liters,1842236.00,
FAS Value,220860,2019,VODKA,Australia,Value for: proof liters,2473053.00,
FAS Value,220860,2020,VODKA,Australia,Value for: proof liters,2256836.00,
FAS Value,220860,2021,VODKA,Australia,Value for: proof liters,2279537.00,
FAS Value,220860,2022,VODKA,Australia,Value for: proof liters,3247834.00,
FAS Value,220860,2023,VODKA,Australia,Value for: proof liters,1756986.00,
FAS Value,220860,2024,VODKA,Australia,Value for: proof liters,1815727.00,
FAS Value,220860,2005,VODKA,Austria,Value for: proof liters,24125.00,
FAS Value,220860,2006,VODKA,Austria,Value for: proof liters,24104.00,
FAS Value,220860,2011,VODKA,Austria,Value for: proof liters,14228.00,
FAS Value,220860,2014,VODKA,Austria,Value for: proof liters,36250.00,
FAS Value,220860,2015,VODKA,Austria,Value for: proof liters,30857.00,
FAS Value,220860,2016,VODKA,Austria,Value for: proof liters,13514.00,
FAS Value,220860,2018,VODKA,Austria,Value for: proof liters,9058.00,
FAS Value,220860,2019,VODKA,Austria,Value for: proof liters,12497.00,
FAS Value,220860,1996,VODKA,Azerbaijan,Value for: proof liters,475970.00,
FAS Value,220860,1997,VODKA,Azerbaijan,Value for: proof liters,1013376.00,
FAS Value,220860,2014,VODKA,Azerbaijan,Value for: proof liters,3623.00,
FAS Value,220860,1996,VODKA,Bahamas,Value for: proof liters,58845.00,
FAS Value,220860,1997,VODKA,Bahamas,Value for: proof liters,171415.00,
FAS Value,220860,1998,VODKA,Bahamas,Value for: proof liters,38613.00,
FAS Value,220860,1999,VODKA,Bahamas,Value for: proof liters,23540.00,
FAS Value,220860,2000,VODKA,Bahamas,Value for: proof liters,86058.00,
FAS Value,220860,2001,VODKA,Bahamas,Value for: proof liters,58976.00,
FAS Value,220860,2002,VODKA,Bahamas,Value for: proof liters,74797.00,
FAS Value,220860,2003,VODKA,Bahamas,Value for: proof liters,132841.00,
FAS Value,220860,2004,VODKA,Bahamas,Value for: proof liters,68004.00,
FAS Value,220860,2005,VODKA,Bahamas,Value for: proof liters,262188.00,
FAS Value,220860,2006,VODKA,Bahamas,Value for: proof liters,1038717.00,
FAS Value,220860,2007,VODKA,Bahamas,Value for: proof liters,541812.00,
FAS Value,220860,2008,VODKA,Bahamas,Value for: proof liters,532610.00,
FAS Value,220860,2009,VODKA,Bahamas,Value for: proof liters,656371.00,
FAS Value,220860,2010,VODKA,Bahamas,Value for: proof liters,514553.00,
FAS Value,220860,2011,VODKA,Bahamas,Value for: proof liters,651967.00,
FAS Value,220860,2012,VODKA,Bahamas,Value for: proof liters,1153899.00,
FAS Value,220860,2013,VODKA,Bahamas,Value for: proof liters,962566.00,
FAS Value,220860,2014,VODKA,Bahamas,Value for: proof liters,959568.00,
FAS Value,220860,2015,VODKA,Bahamas,Value for: proof liters,813459.00,
FAS Value,220860,2016,VODKA,Bahamas,Value for: proof liters,1420909.00,
FAS Value,220860,2017,VODKA,Bahamas,Value for: proof liters,816857.00,
FAS Value,220860,2018,VODKA,Bahamas,Value for: proof liters,1184317.00,
FAS Value,220860,2019,VODKA,Bahamas,Value for: proof liters,1491737.00,
FAS Value,220860,2020,VODKA,Bahamas,Value for: proof liters,1011640.00,
FAS Value,220860,2021,VODKA,Bahamas,Value for: proof liters,2390484.00,
FAS Value,220860,2022,VODKA,Bahamas,Value for: proof liters,2980410.00,
FAS Value,220860,2023,VODKA,Bahamas,Value for: proof liters,3114934.00,
FAS Value,220860,2024,VODKA,Bahamas,Value for: proof liters,2970226.00,
FAS Value,220860,1999,VODKA,Bahrain,Value for: proof liters,11055.00,
FAS Value,220860,2000,VODKA,Bahrain,Value for: proof liters,22625.00,
FAS Value,220860,2001,VODKA,Bahrain,Value for: proof liters,26809.00,
FAS Value,220860,2002,VODKA,Bahrain,Value for: proof liters,12736.00,
FAS Value,220860,2003,VODKA,Bahrain,Value for: proof liters,13532.00,
FAS Value,220860,2010,VODKA,Bahrain,Value for: proof liters,3906.00,
FAS Value,220860,2013,VODKA,Bahrain,Value for: proof liters,64855.00,
FAS Value,220860,2014,VODKA,Bahrain,Value for: proof liters,43409.00,
FAS Value,220860,2015,VODKA,Bahrain,Value for: proof liters,52586.00,
FAS Value,220860,2016,VODKA,Bahrain,Value for: proof liters,43153.00,
FAS Value,220860,2017,VODKA,Bahrain,Value for: proof liters,179120.00,
FAS Value,220860,2018,VODKA,Bahrain,Value for: proof liters,15307.00,
FAS Value,220860,2019,VODKA,Bahrain,Value for: proof liters,37800.00,
FAS Value,220860,2022,VODKA,Bahrain,Value for: proof liters,63229.00,
FAS Value,220860,2023,VODKA,Bahrain,Value for: proof liters,39805.00,
FAS Value,220860,2024,VODKA,Bahrain,Value for: proof liters,68096.00,
FAS Value,220860,1997,VODKA,Bangladesh,Value for: proof liters,10140.00,
FAS Value,220860,2017,VODKA,Bangladesh,Value for: proof liters,5170.00,
FAS Value,220860,1998,VODKA,Barbados,Value for: proof liters,2680.00,
FAS Value,220860,2000,VODKA,Barbados,Value for: proof liters,5580.00,
FAS Value,220860,2001,VODKA,Barbados,Value for: proof liters,8388.00,
FAS Value,220860,2002,VODKA,Barbados,Value for: proof liters,16015.00,
FAS Value,220860,2003,VODKA,Barbados,Value for: proof liters,41799.00,
FAS Value,220860,2004,VODKA,Barbados,Value for: proof liters,19908.00,
FAS Value,220860,2005,VODKA,Barbados,Value for: proof liters,114011.00,
FAS Value,220860,2006,VODKA,Barbados,Value for: proof liters,96432.00,
FAS Value,220860,2007,VODKA,Barbados,Value for: proof liters,35829.00,
FAS Value,220860,2008,VODKA,Barbados,Value for: proof liters,82384.00,
FAS Value,220860,2009,VODKA,Barbados,Value for: proof liters,85176.00,
FAS Value,220860,2010,VODKA,Barbados,Value for: proof liters,99184.00,
FAS Value,220860,2011,VODKA,Barbados,Value for: proof liters,52444.00,
FAS Value,220860,2013,VODKA,Barbados,Value for: proof liters,16301.00,
FAS Value,220860,2014,VODKA,Barbados,Value for: proof liters,2988.00,
FAS Value,220860,2015,VODKA,Barbados,Value for: proof liters,11409.00,
FAS Value,220860,2016,VODKA,Barbados,Value for: proof liters,25452.00,
FAS Value,220860,2017,VODKA,Barbados,Value for: proof liters,70959.00,
FAS Value,220860,2018,VODKA,Barbados,Value for: proof liters,8626.00,
FAS Value,220860,2019,VODKA,Barbados,Value for: proof liters,71134.00,
FAS Value,220860,2020,VODKA,Barbados,Value for: proof liters,14684.00,
FAS Value,220860,2021,VODKA,Barbados,Value for: proof liters,46087.00,
FAS Value,220860,2022,VODKA,Barbados,Value for: proof liters,91572.00,
FAS Value,220860,2023,VODKA,Barbados,Value for: proof liters,307839.00,
FAS Value,220860,2024,VODKA,Barbados,Value for: proof liters,178684.00,
FAS Value,220860,1996,VODKA,Belgium,Value for: proof liters,2751147.00,
FAS Value,220860,1997,VODKA,Belgium,Value for: proof liters,94945.00,
FAS Value,220860,2000,VODKA,Belgium,Value for: proof liters,8056.00,
FAS Value,220860,2001,VODKA,Belgium,Value for: proof liters,21866.00,
FAS Value,220860,2002,VODKA,Belgium,Value for: proof liters,21670.00,
FAS Value,220860,2003,VODKA,Belgium,Value for: proof liters,18437.00,
FAS Value,220860,2004,VODKA,Belgium,Value for: proof liters,52782.00,
FAS Value,220860,2005,VODKA,Belgium,Value for: proof liters,7413.00,
FAS Value,220860,2006,VODKA,Belgium,Value for: proof liters,11097.00,
FAS Value,220860,2008,VODKA,Belgium,Value for: proof liters,63144.00,
FAS Value,220860,2009,VODKA,Belgium,Value for: proof liters,61599.00,
FAS Value,220860,2010,VODKA,Belgium,Value for: proof liters,179883.00,
FAS Value,220860,2011,VODKA,Belgium,Value for: proof liters,168766.00,
FAS Value,220860,2012,VODKA,Belgium,Value for: proof liters,37352.00,
FAS Value,220860,2013,VODKA,Belgium,Value for: proof liters,12371.00,
FAS Value,220860,2014,VODKA,Belgium,Value for: proof liters,205690.00,
FAS Value,220860,2015,VODKA,Belgium,Value for: proof liters,370895.00,
FAS Value,220860,2016,VODKA,Belgium,Value for: proof liters,323003.00,
FAS Value,220860,2017,VODKA,Belgium,Value for: proof liters,570447.00,
FAS Value,220860,2018,VODKA,Belgium,Value for: proof liters,911029.00,
FAS Value,220860,2019,VODKA,Belgium,Value for: proof liters,923833.00,
FAS Value,220860,2020,VODKA,Belgium,Value for: proof liters,96141.00,
FAS Value,220860,2022,VODKA,Belgium,Value for: proof liters,61435.00,
FAS Value,220860,2023,VODKA,Belgium,Value for: proof liters,46159.00,
FAS Value,220860,2024,VODKA,Belgium,Value for: proof liters,900764.00,
FAS Value,220860,2002,VODKA,Belize,Value for: proof liters,3428.00,
FAS Value,220860,2004,VODKA,Belize,Value for: proof liters,17061.00,
FAS Value,220860,2008,VODKA,Belize,Value for: proof liters,2991.00,
FAS Value,220860,2009,VODKA,Belize,Value for: proof liters,45412.00,
FAS Value,220860,2011,VODKA,Belize,Value for: proof liters,2777.00,
FAS Value,220860,2012,VODKA,Belize,Value for: proof liters,32439.00,
FAS Value,220860,2013,VODKA,Belize,Value for: proof liters,15586.00,
FAS Value,220860,2014,VODKA,Belize,Value for: proof liters,27586.00,
FAS Value,220860,2015,VODKA,Belize,Value for: proof liters,27278.00,
FAS Value,220860,2017,VODKA,Belize,Value for: proof liters,40850.00,
FAS Value,220860,2018,VODKA,Belize,Value for: proof liters,184955.00,
FAS Value,220860,2019,VODKA,Belize,Value for: proof liters,10673.00,
FAS Value,220860,2020,VODKA,Belize,Value for: proof liters,33175.00,
FAS Value,220860,2021,VODKA,Belize,Value for: proof liters,8590.00,
FAS Value,220860,2022,VODKA,Belize,Value for: proof liters,8478.00,
FAS Value,220860,2023,VODKA,Belize,Value for: proof liters,2750.00,
FAS Value,220860,2024,VODKA,Belize,Value for: proof liters,8996.00,
FAS Value,220860,2012,VODKA,Benin,Value for: proof liters,25015.00,
FAS Value,220860,2017,VODKA,Benin,Value for: proof liters,107610.00,
FAS Value,220860,1996,VODKA,Bermuda,Value for: proof liters,385536.00,
FAS Value,220860,1997,VODKA,Bermuda,Value for: proof liters,307772.00,
FAS Value,220860,1998,VODKA,Bermuda,Value for: proof liters,318575.00,
FAS Value,220860,1999,VODKA,Bermuda,Value for: proof liters,268780.00,
FAS Value,220860,2000,VODKA,Bermuda,Value for: proof liters,14207.00,
FAS Value,220860,2001,VODKA,Bermuda,Value for: proof liters,3368.00,
FAS Value,220860,2002,VODKA,Bermuda,Value for: proof liters,27581.00,
FAS Value,220860,2003,VODKA,Bermuda,Value for: proof liters,5940.00,
FAS Value,220860,2004,VODKA,Bermuda,Value for: proof liters,16480.00,
FAS Value,220860,2005,VODKA,Bermuda,Value for: proof liters,2800.00,
FAS Value,220860,2007,VODKA,Bermuda,Value for: proof liters,29533.00,
FAS Value,220860,2009,VODKA,Bermuda,Value for: proof liters,79858.00,
FAS Value,220860,2010,VODKA,Bermuda,Value for: proof liters,66725.00,
FAS Value,220860,2011,VODKA,Bermuda,Value for: proof liters,182998.00,
FAS Value,220860,2012,VODKA,Bermuda,Value for: proof liters,161590.00,
FAS Value,220860,2014,VODKA,Bermuda,Value for: proof liters,16854.00,
FAS Value,220860,2015,VODKA,Bermuda,Value for: proof liters,32077.00,
FAS Value,220860,2016,VODKA,Bermuda,Value for: proof liters,97720.00,
FAS Value,220860,2017,VODKA,Bermuda,Value for: proof liters,129391.00,
FAS Value,220860,2018,VODKA,Bermuda,Value for: proof liters,84830.00,
FAS Value,220860,2019,VODKA,Bermuda,Value for: proof liters,105276.00,
FAS Value,220860,2020,VODKA,Bermuda,Value for: proof liters,79812.00,
FAS Value,220860,2021,VODKA,Bermuda,Value for: proof liters,193693.00,
FAS Value,220860,2022,VODKA,Bermuda,Value for: proof liters,288585.00,
FAS Value,220860,2023,VODKA,Bermuda,Value for: proof liters,345349.00,
FAS Value,220860,2024,VODKA,Bermuda,Value for: proof liters,542463.00,
FAS Value,220860,2021,VODKA,Bolivia,Value for: proof liters,18200.00,
FAS Value,220860,2002,VODKA,Brazil,Value for: proof liters,131604.00,
FAS Value,220860,2003,VODKA,Brazil,Value for: proof liters,37531.00,
FAS Value,220860,2004,VODKA,Brazil,Value for: proof liters,12518.00,
FAS Value,220860,2005,VODKA,Brazil,Value for: proof liters,103763.00,
FAS Value,220860,2006,VODKA,Brazil,Value for: proof liters,184722.00,
FAS Value,220860,2007,VODKA,Brazil,Value for: proof liters,45670.00,
FAS Value,220860,2008,VODKA,Brazil,Value for: proof liters,136559.00,
FAS Value,220860,2009,VODKA,Brazil,Value for: proof liters,891131.00,
FAS Value,220860,2010,VODKA,Brazil,Value for: proof liters,418816.00,
FAS Value,220860,2011,VODKA,Brazil,Value for: proof liters,137680.00,
FAS Value,220860,2012,VODKA,Brazil,Value for: proof liters,34440.00,
FAS Value,220860,2013,VODKA,Brazil,Value for: proof liters,14896.00,
FAS Value,220860,2014,VODKA,Brazil,Value for: proof liters,92768.00,
FAS Value,220860,2015,VODKA,Brazil,Value for: proof liters,155957.00,
FAS Value,220860,2017,VODKA,Brazil,Value for: proof liters,80661.00,
FAS Value,220860,2018,VODKA,Brazil,Value for: proof liters,72582.00,
FAS Value,220860,2019,VODKA,Brazil,Value for: proof liters,52126.00,
FAS Value,220860,2020,VODKA,Brazil,Value for: proof liters,25020.00,
FAS Value,220860,2021,VODKA,Brazil,Value for: proof liters,241228.00,
FAS Value,220860,2022,VODKA,Brazil,Value for: proof liters,490609.00,
FAS Value,220860,2023,VODKA,Brazil,Value for: proof liters,2674914.00,
FAS Value,220860,2024,VODKA,Brazil,Value for: proof liters,4871295.00,
FAS Value,220860,1996,VODKA,British Virgin Islands,Value for: proof liters,16248.00,
FAS Value,220860,1997,VODKA,British Virgin Islands,Value for: proof liters,12580.00,
FAS Value,220860,1998,VODKA,British Virgin Islands,Value for: proof liters,5000.00,
FAS Value,220860,2003,VODKA,British Virgin Islands,Value for: proof liters,13755.00,
FAS Value,220860,2004,VODKA,British Virgin Islands,Value for: proof liters,3000.00,
FAS Value,220860,2005,VODKA,British Virgin Islands,Value for: proof liters,20028.00,
FAS Value,220860,2006,VODKA,British Virgin Islands,Value for: proof liters,15720.00,
FAS Value,220860,2008,VODKA,British Virgin Islands,Value for: proof liters,15994.00,
FAS Value,220860,2010,VODKA,British Virgin Islands,Value for: proof liters,27403.00,
FAS Value,220860,2011,VODKA,British Virgin Islands,Value for: proof liters,48653.00,
FAS Value,220860,2012,VODKA,British Virgin Islands,Value for: proof liters,34313.00,
FAS Value,220860,2013,VODKA,British Virgin Islands,Value for: proof liters,2960.00,
FAS Value,220860,2014,VODKA,British Virgin Islands,Value for: proof liters,13570.00,
FAS Value,220860,2015,VODKA,British Virgin Islands,Value for: proof liters,15120.00,
FAS Value,220860,2016,VODKA,British Virgin Islands,Value for: proof liters,30919.00,
FAS Value,220860,2017,VODKA,British Virgin Islands,Value for: proof liters,36651.00,
FAS Value,220860,2018,VODKA,British Virgin Islands,Value for: proof liters,32463.00,
FAS Value,220860,2019,VODKA,British Virgin Islands,Value for: proof liters,55984.00,
FAS Value,220860,2020,VODKA,British Virgin Islands,Value for: proof liters,7291.00,
FAS Value,220860,2021,VODKA,British Virgin Islands,Value for: proof liters,46072.00,
FAS Value,220860,2022,VODKA,British Virgin Islands,Value for: proof liters,120467.00,
FAS Value,220860,2023,VODKA,British Virgin Islands,Value for: proof liters,218586.00,
FAS Value,220860,2024,VODKA,British Virgin Islands,Value for: proof liters,198413.00,
FAS Value,220860,1997,VODKA,Bulgaria,Value for: proof liters,4755.00,
FAS Value,220860,2000,VODKA,Bulgaria,Value for: proof liters,62458.00,
