code,hhi,value,tariffed,phase2
291812,5984.51845590397,1752693,0,0
291813,7403.96546365736,1349518,0,0
291814,1994.89271144502,11725455,0,0
291815,1672.01340737686,16367518,0,0
291816,5016.5961243115,5517200,0,0
291817,8021.43216817672,55668,0,0
291819,1002.91791300012,6027740,0,0
291821,1799.18362573382,1643515,0,0
291822,10000,17102,0,0
291823,3337.10227068586,3867634,0,0
291829,4592.29650995525,9451138,0,0
291830,4262.44266426693,664815,0,0
291899,2363.85260536359,6941037,0,0
291910,4264.56141337874,518499,0,0
291990,1390.29651526683,9093852,0,0
292019,2790.42735738305,52135,0,0
292021,10000,7726,0,0
292023,10000,21542,0,0
292029,5705.19996495136,3252416,0,0
292090,3545.83395626946,27681575,0,0
292111,2069.6228870456,635737,0,0
292112,8958.78816600702,410681,0,0
292119,1091.96397976694,3569813,0,0
292121,1248.864553849,2174762,0,0
292122,9407.65584335523,122950884,0,0
292129,2519.49676160264,8943619,0,0
292130,1483.50725530254,2092110,0,0
292141,10000,6656,0,0
292142,8926.47042964701,1416935,0,0
292143,4292.34362484129,173261,0,0
292144,8552.33007921497,22855986,0,0
292145,5268.49291612855,36206,0,0
292146,2573.21102864475,1525191,0,0
292149,2483.5812487497,4604178,0,0
292151,4229.90569278366,8322832,0,0
292159,2874.44802450808,1878596,0,0
292211,4684.14825978545,66296181,0,0
292212,4463.24306701092,8526236,0,0
292215,2328.9044504193,6018108,0,0
292217,5428.30713715242,6524683,0,0
292218,6027.74260466625,11957,0,0
292219,1749.32622284368,24610431,0,0
292221,3674.57403986109,423556,0,0
292229,3092.33241166838,278515,0,0
292239,8337.42936090859,199803,0,0
292241,2427.25414775858,6945395,0,0
292242,2787.2409887603,3170009,0,0
292249,1500.09414939067,56166312,0,0
292250,1164.97857101393,2261463,0,0
292310,3080.42985170137,5201150,0,0
292320,2396.97380930722,24367672,0,0
292330,6255.28043345559,26067,0,0
292390,1627.85277454669,13510957,0,0
292411,10000,6201,0,0
292419,1382.08375497011,14340528,0,0
292421,6499.98619108457,151113,0,0
292425,10000,3068,0,0
292429,2465.03358574845,12494838,0,0
292511,2017.22604156663,231596,0,0
292519,2097.67083027563,2011999,0,0
292521,10000,16004,0,0
292529,867.627756327805,6365128,0,0
292610,4321.48712778957,2542854,0,0
292620,4005.55203751516,140858,0,0
292630,10000,30438,0,0
292640,10000,4637,0,0
292690,3291.15405035169,23561944,0,0
292700,3943.64516124198,1526100,0,0
292800,2634.8688646714,5293049,0,0
292910,3290.96950999062,76950128,0,0
292990,2681.09716985661,8075989,0,0
293010,6052.66243769748,936123,0,0
293020,2745.41848992895,901096,0,0
293030,5204.69054367911,406139,0,0
293060,8839.58822265826,48411,0,0
293080,10000,55171,0,0
293090,2097.40019971238,55504606,0,0
293110,2516.57311603087,281756,0,0
293120,5533.98880424923,325113,0,0
293141,8799.76918956062,49358,0,0
293144,5279.65204192391,526774,0,0
293145,10000,17368,0,0
293149,2188.95847260493,3510463,0,0
293159,3395.8335492863,15874,0,0
293190,1471.28605068882,60086160,0,0
293211,3267.28581762566,1432302,0,0
293213,6961.10794493719,219840,0,0
293214,1853.40251048516,6217406,0,0
293219,2558.89241807403,4971517,0,0
293220,1296.26735474042,3164779,0,0
293293,7385.29555738617,331911,0,0
293296,4667.11804331661,96895,0,0
293299,2597.83540933792,8969342,0,0
293311,10000,2763,0,0
293319,6693.89496784129,4466274,0,0
293321,1370.04986546109,560405,0,0
293329,5390.22447228329,71745700,0,0
293331,3826.53001688935,1489431,0,0
293332,5241.34496137526,7451,0,0
293333,9029.18030030318,8355331,0,0
293336,10000,17583,0,0
293339,1499.96135292549,18895479,0,0
293349,2598.70698921327,6127951,0,0
293353,5988.25856154581,441508,0,0
293354,10000,362720,0,0
293359,2053.19377992902,64390540,0,0
293361,7070.13009419254,13807593,0,0
293369,3897.30206331894,10720463,0,0
293371,6591.41952205123,31872285,0,0
293379,3844.87359914162,5050052,0,0
293391,6265.70713071114,43907,0,0
293392,6175.336907986,11014,0,0
293399,1533.24450172901,23369141,0,0
293410,4193.76931576269,3990949,0,0
293420,2815.6922954534,6364583,0,0
293430,7912.28056353986,22634,0,0
293491,2646.05511440896,18187,0,0
293492,5014.33699840169,6891,0,0
293499,1707.17731022145,70278526,0,0
293590,4870.51050284267,9654663,0,0
293621,1546.21778754263,11020702,0,0
293622,1821.77700990564,3792436,0,0
293623,2828.08244977777,4076151,0,0
293624,1515.21073744008,5698376,0,0
293625,2451.15778870943,2880739,0,0
293626,2561.64884649968,3434763,0,0
293627,1910.20009927654,11887973,0,0
293628,2323.95042175662,40675244,0,0
293629,2167.91544690253,35149087,0,0
293690,907.101405168896,20614510,0,0
293712,3008.17262205099,132797,0,0
293719,6410.71579717521,21056090,0,0
293721,8125.03411573916,2113566,0,0
293722,4566.74948061739,2045640,0,0
293723,3243.55262760703,765475,0,0
293729,3620.88744634822,1637426,0,0
293750,2188.83922504504,172039,0,0
293790,3089.12887707752,3193808,0,0
293810,10000,253860,0,0
293890,1827.48046249792,12370359,0,0
293911,1937.58295051124,133076,0,0
293919,7070.27778608263,16398921,0,0
293920,5474.92526795693,87447,0,0
293930,2812.12787716931,1342712,0,0
293941,10000,40923,0,0
293969,4646.75614324849,51862,0,0
293979,7181.70351657532,2125017,0,0
293980,3239.9563623854,28160,0,0
294000,2288.44322797935,10992503,0,0
294110,8088.4436476514,355709,0,0
294120,6753.30035328741,407038,0,0
294130,7396.61832547239,214182,0,0
294140,10000,26377,0,0
294150,5112.14974631872,176243,0,0
294190,2182.65647415105,6962372,0,0
294200,1103.06686223496,16970210,0,0
300120,1780.31057548411,5004489,0,0
300190,1176.68242519158,39445236,0,0
300212,1703.28582827477,196364019,0,0
300213,4728.03643281462,5774178,0,0
300214,4577.72894354106,33254405,0,0
300215,1977.40429173782,1172077828,0,0
300241,3459.43989714835,652600525,0,0
300242,2501.6225688772,96465399,0,0
300249,2420.5220177353,70057092,0,0
300251,6264.50913310459,87005158,0,0
300259,1811.64530196374,3491397,0,0
300290,1397.09712274134,52912569,0,0
300310,7352.92769779432,155183,0,0
300320,2582.01792064625,2433084,0,0
300339,7202.2485563865,5377465,0,0
300349,5481.00666210426,82866,0,0
300390,1432.34854130643,26255933,0,0
300410,2791.84706202923,7743310,1,1
300420,1233.4446224049,58719572,0,0
300431,7385.00028601622,185945980,0,0
300432,5238.66199450901,94179642,0,0
300439,1726.99150244567,199022884,0,0
300442,4382.61116888186,8243714,1,1
300443,10000,12087,1,1
300449,1460.08346046002,20619246,1,1
300450,1109.19967062848,63140488,1,1
300460,4881.43423025913,1828960,1,1
300490,1433.91640731538,3264760145,1,1
300510,1785.21845728034,89876879,0,0
300590,1225.82265307953,47742103,0,0
300610,2072.44283514276,40676689,0,0
300630,3663.00444685098,2950190,0,0
300640,2526.86517121763,33588723,0,0
300650,1944.19398163664,3983756,0,0
300660,4607.81494053138,19268458,0,0
300670,1465.41329689697,6856697,0,0
300691,8825.38032992053,19015722,0,0
300692,10000,8614,0,0
300693,2352.64750772737,35321381,0,0
310100,912.745580302105,9005114,1,1
310210,1572.14429039341,322158475,1,1
310221,3472.91208058728,26660493,1,1
310229,2823.02643149092,1311933,1,1
310230,1951.9994336873,112070718,1,1
310240,7860.21705094769,1247431,1,1
310250,3548.85122673437,7800412,1,1
310260,3294.40456874933,6915513,1,1
310280,6470.35421311964,23068660,1,1
310290,2810.240325828,14495352,1,1
310319,1615.71621024612,466617,1,1
310390,2034.22400863682,4506106,1,1
310420,1657.53320624384,4393834,1,1
310430,5673.15074918331,5096662,1,1
310490,5716.35561729692,37855544,1,1
310510,2970.47990401611,8913589,1,1
310520,773.643261567364,21896905,1,1
310530,9432.08069533405,35222038,1,1
310540,1625.3164757152,1053844515,1,1
310551,1637.41851666306,40575737,1,1
310559,9049.31065075542,259423650,1,1
310560,5083.44894171445,2815113,1,1
310590,1551.27994896061,37942335,1,1
320110,3789.21329561512,51913,0,0
320120,9525.58354350688,605485,0,0
320190,1244.26661337715,281454,0,0
320210,1981.82245762244,120669,0,0
320290,1549.43997801958,403788,0,0
320300,1330.81392009398,24654977,0,0
320411,2054.71115540792,2420146,0,0
320412,1166.20443751501,10157142,0,0
320413,1329.35791095982,3198842,0,0
320414,3879.77247941158,4141097,0,0
320415,7714.30386495562,661083,0,0
320416,1850.37277504041,1781780,0,0
320417,1318.33857330835,10406019,0,0
320418,4045.8637823137,4131895,0,0
320419,811.980040584559,38871411,0,0
320420,5251.41089791851,13650031,0,0
320490,1195.89900165866,18591441,0,0
320500,4689.98417094302,5700064,0,0
320611,1238.20679098189,142108046,0,0
320619,1079.66390608611,25547327,0,0
320620,3362.65681336489,1373184,0,0
320641,2694.51589184247,1819875,0,0
320649,795.926211387346,97482979,0,0
320650,3431.81578037964,423675,0,0
320710,4053.16517053694,15711250,0,0
320720,4611.62923344418,8786957,0,0
320730,3803.53927325716,131373,0,0
320740,5837.7341774012,7525148,0,0
320810,1193.77282086219,134541070,1,1
320820,1081.7825057318,183792319,0,0
320890,706.559998621069,200692139,0,0
320910,1212.97875737043,440722555,0,0
320990,825.96180945508,101063395,0,0
321000,1030.74544864358,15551750,0,0
321100,2346.29832533998,1035066,0,0
321210,1930.96162543322,14666671,0,0
321290,1054.12038598643,25284268,0,0
321310,3593.13856849956,1594403,1,1
321390,2116.36839377864,8172125,0,0
321410,801.711479023339,287670948,0,0
321490,713.476586007025,51128347,0,0
321511,944.98255771803,33275721,0,0
321519,827.528144364557,114371113,0,0
321590,705.361739751146,6734760,0,0
330112,1651.28647938539,3316797,1,1
330113,1619.9780381005,1978167,1,1
330119,2195.75299047459,3717375,1,1
330124,1074.4285218432,1772052,1,1
330125,1264.85758838552,459069,1,1
330129,1742.45519749508,16077867,1,1
330130,3202.5601884345,1643793,0,0
330190,1346.43567751672,8936660,1,1
330210,1712.95167810466,616896359,1,1
330290,7468.86729329791,110662151,0,0
330300,2841.77539767487,234798387,1,0
330410,1237.47006764246,130558318,1,0
330420,1421.99562653665,110577059,1,0
330430,1777.12341893649,34734129,1,0
330491,1695.25704146089,71448058,1,0
330499,956.987825102475,845985267,0,0
330510,1490.3627802477,175863503,1,0
330520,3381.72943780573,2856356,1,0
330530,1477.79010286554,33066392,1,0
330590,995.46439993036,302150814,1,0
330610,3153.94114492588,117684701,1,0
330620,2613.00093806771,33574083,1,0
330690,2021.43585268281,64739603,1,1
330710,2515.26238933804,28837350,1,0
330720,3417.12298854331,119022051,1,0
330730,3762.15530120908,18634130,1,0
330741,2292.79795905201,1108453,1,0
330749,2724.63704592755,89699074,1,0
330790,4567.66103704843,141533458,1,1
340111,2232.42367366958,186204572,0,0
340119,1711.10620553492,44899498,1,0
340120,1019.11135607971,29078494,0,0
340130,1815.70261519502,279132578,1,0
340231,1365.14953108551,13028718,0,0
340239,2307.27686657537,77540011,0,0
340241,3140.1079510971,43507787,0,0
340242,1014.44739688255,134769837,0,0
340249,937.468830247577,21861305,0,0
340250,3544.1883046729,1031796664,0,0
340290,678.126537080768,179048798,0,0
340311,1562.74684136878,1277473,0,0
340319,1375.29071535132,348665772,0,0
340391,3513.2349907157,2835820,0,0
340399,1549.69035329005,172124110,0,0
340420,2541.12204413178,5441735,0,0
340490,1126.85936810204,89662643,0,0
340510,2051.72909793739,3987309,0,0
340520,2659.26493881755,4627192,1,1
340530,1905.70799083959,12280388,1,1
340540,1805.30072267904,3318608,1,1
340590,1132.85814688185,16835850,1,1
340600,5000.64897582582,59573385,0,0
340700,1837.7878035195,7922746,0,0
350110,1945.32169709293,4946095,1,0
350190,4927.05252495726,16462213,1,1
350211,3539.78836792434,4204772,0,0
350219,6087.10781392029,1724744,0,0
350220,1866.13060259609,135886507,1,0
350290,2828.04744005748,1089008,1,1
350300,2714.67084249121,32727824,1,1
350400,1424.51005847958,137385439,0,0
350510,2352.95785468247,130889400,0,0
350520,2215.56959354064,1889505,0,0
350610,1666.61152126005,60422912,1,1
350691,789.628951665343,285650873,1,1
350699,1025.57425241268,40594177,0,0
350710,8284.26461843602,2324746,0,0
350790,1029.96531569872,150642752,0,0
360100,4393.9289218621,18501789,0,0
360200,2406.03030648578,92444496,0,0
360310,8381.04041898217,1961059,0,0
360320,1380.4124369034,19435435,0,0
360330,1973.01770181272,5490469,0,0
360340,2937.32159716828,3642433,0,0
360350,3822.09840695121,2617037,0,0
360360,2866.0195450191,39980371,0,0
360410,3906.25243678386,410758,0,0
360490,3096.65742692931,6542912,0,0
360500,9151.10206908846,541688,1,1
360610,6531.46289486172,767415,1,1
360690,2520.4758924719,1812911,0,0
370110,2695.96103854855,4098351,0,0
370120,6925.10435541497,1419054,0,0
370130,1933.99925127489,29221019,0,0
370191,3141.03208878445,21094,0,0
370199,5323.79557011621,1512193,0,0
370210,1828.48471033356,1255106,0,0
370231,4817.30357920032,198339,0,0
370232,5001.19365962095,5566,0,0
370239,1101.76619881111,368809,0,0
370242,6193.95065378638,204217,0,0
370243,9193.25441498603,413670,0,0
370244,3210.1390067719,3116990,0,0
370252,9668.33516276132,188881,1,1
370253,10000,9418,1,1
370254,5131.80768929634,1788150,0,0
370255,9231.53147809508,494410,0,0
370256,6151.06174445574,37236,0,0
370296,7797.65901238553,54885,1,1
370297,7555.87402864356,45012,0,0
370298,3013.74611283734,95737,0,0
370310,10000,2851,0,0
370320,5183.02646351894,22101,0,0
370390,1930.45269120868,163714,0,0
370400,3994.59413514134,58739,0,0
370500,4520.744847883,1411755,0,0
370610,2777.50736794386,76746,0,0
370690,10000,4484,0,0
370710,2904.51955253352,696133,0,0
370790,1631.78238386943,3948943,0,0
380110,1580.46277295851,14885200,0,0
380120,2676.9596917061,1392217,0,0
380130,7236.8556790761,135755,0,0
380190,2101.87185300681,2987988,0,0
380210,1304.36237178951,43099796,0,0
380290,1233.6245936196,19267865,0,0
380300,3157.70829424645,5856842,0,0
380400,1930.84573744861,9077253,0,0
380510,8814.89425606466,47410,0,0
380590,2853.70884763878,1135078,0,0
380610,8617.33353342436,46639868,0,0
380620,5786.06364003472,214837,0,0
380630,3488.0124495511,3925295,0,0
380690,1640.72695307015,6114283,0,0
380700,3528.19259364295,4575597,0,0
380852,8561.46837224174,6566765,0,0
380859,2609.9113118642,6964711,0,0
380861,10000,161467,0,0
380862,2773.12928855913,11295356,0,0
380869,5305.36959478272,2056480,0,0
380891,911.537614293396,240021285,0,0
380892,1951.19191402026,404357680,0,0
380893,1920.62713160343,701925765,0,0
380894,1533.54245393827,113638081,0,0
380899,1135.08726264479,70486900,0,0
380910,2706.94071131746,1649677,1,1
380991,4630.66311614617,102027426,0,0
380992,969.912125126565,33674857,0,0
380993,5410.65336857337,326500,0,0
381010,1244.64590276025,8768405,0,0
381090,3673.8941107195,9636406,0,0
381111,4470.2075183803,579628,0,0
381119,4289.44583171998,3691612,0,0
381121,1753.70904887333,233529679,0,0
381129,1298.83241784011,8412890,0,0
381190,1844.80638712605,167795287,0,0
381210,3913.27305526582,8711384,0,0
381220,1376.81191683435,14396026,0,0
381231,4158.48329356546,2280719,0,0
381239,1672.2433258115,96492119,0,0
381300,3223.07531268431,17802858,0,0
381400,1056.70959532279,28823104,0,0
381511,7738.73656546456,45279099,0,0
381512,5630.14888728627,58348578,0,0
381519,3436.83301728066,183147714,0,0
381590,1225.44017837652,138966152,0,0
381600,1635.13642947667,117783433,0,0
381700,4219.25075942981,5930545,0,0
381800,2207.02634381841,7108933,1,1
381900,1327.20365276538,43344618,0,0
382000,4923.91277964523,78007000,0,0
382100,731.584267733898,44479242,0,0
382211,5317.57628658031,678915,1,1
382212,7633.02064759602,2297913,1,1
382213,1557.02539708987,18376095,0,0
382219,1046.7109325597,613509468,0,0
382290,764.663357628373,74846926,0,0
382311,2976.14198325962,17237165,1,1
382312,7127.88611611265,6210547,1,1
382313,1840.09929197986,4898143,1,1
382319,1426.24224077646,12033249,1,1
382370,6138.27159235333,34303198,1,1
382410,4045.95553894438,9133735,0,0
382430,2839.1168808593,14095790,0,0
382440,1431.55422732116,34600101,0,0
382450,1213.85063436434,38293416,0,0
382460,7470.52923000595,430724,1,1
382481,4222.64908256507,2596629,0,0
382482,4832.94676862256,72799,0,0
382483,10000,9537,0,0
382484,6178.58193970318,1618962,0,0
382486,10000,50603,0,0
382487,10000,458692,0,0
382488,3493.75346511017,10309,0,0
382489,5076.98982738338,67421,0,0
382491,2990.23329180079,2907951,0,0
382492,3449.86739124257,97666,0,0
382499,495.25484021711,662960146,0,0
382510,10000,11946,0,0
382520,10000,8004,0,0
382530,10000,7337,0,0
382541,10000,22194,0,0
382549,2532.14075523828,1236660,0,0
382550,3693.10927836266,48956,0,0
382569,8655.06203782086,293318,0,0
382590,2177.28762069862,405911,0,0
382600,1487.98832028184,743746488,1,1
382711,10000,2566,0,0
382712,10000,29691,0,0
382713,7814.16054988351,348957,0,0
382731,10000,15998,0,0
382732,10000,40276,0,0
382751,8020.86325341497,65447,0,0
382759,10000,6605,0,0
382761,7696.92042996047,6187653,0,0
382762,6841.80009143745,1101708,0,0
382763,9650.55941555317,6910492,0,0
382764,4434.03313490431,1817220,0,0
382765,6352.92773358487,13287846,0,0
382768,6116.66572679512,2479252,0,0
382769,8424.44728784656,1584693,0,0
382790,3456.10864510955,2583410,0,0
390110,2944.76178952262,387375024,1,1
390120,4671.3036900462,581341897,1,1
390130,2243.51118939595,33556973,1,1
390140,4800.23563518541,393447048,1,1
390190,3324.17851695653,95116039,1,1
390210,2016.18625976122,391240621,1,1
390220,3193.75052194849,9491579,1,1
390230,1814.8567858102,478262855,1,1
390290,2216.27766281859,63269380,1,1
390311,2124.50645888322,35120874,1,1
390319,1808.00210510896,87832540,1,1
390320,3474.58301925813,30977053,1,1
390330,2882.25787642248,67955781,1,1
390390,1219.92179931418,67997575,1,1
390410,4311.68418896723,438917110,1,1
390421,3906.40899377445,62344460,1,1
390422,1215.5561754641,58012727,1,1
390430,2117.51933855203,8806817,1,1
390440,3088.57916106999,57385672,1,1
390450,6632.09664558147,1358703,1,1
390461,2695.98149550842,7609837,1,1
390469,4235.91195298144,18476165,1,1
390490,3637.52998400717,11594202,1,1
390512,2070.34207741562,2944295,1,1
390519,2413.81017504881,399703,1,1
390521,2793.97839634382,16600747,1,1
390529,3119.12199801324,7517839,1,1
390530,5263.23969221412,14490353,1,1
390591,4512.50322350648,40330555,1,1
390599,1405.87326680383,24667706,1,1
390610,1913.82286328968,15323950,1,1
390690,940.580062596821,575339698,1,1
390710,1515.58394040517,19674377,1,1
390721,1490.55747974506,5293407,1,1
390729,1301.23490769834,215695233,1,1
390730,1090.63680416295,95933134,1,1
390740,1848.1358913214,144851519,1,1
390750,1191.61227572317,27579041,1,1
390761,1913.15829302678,25074562,1,1
390769,1455.61134837019,54780446,1,1
390770,3941.48947096849,2695395,1,1
390791,1580.23015705728,147337859,1,1
390799,977.454312669351,119330177,1,1
390810,957.340362865029,150823213,1,1
390890,702.254421985491,57017930,1,1
390910,5525.22130596052,30288457,1,1
390920,1929.43324545793,13096979,1,1
390931,2772.06629972067,340195541,1,1
390939,1697.56694918436,5405206,1,1
390940,1759.39148407537,104617631,1,1
390950,573.094410084635,199953695,1,1
391000,1410.65347403607,133928211,1,1
391110,2187.9085251306,30362520,1,1
391120,3588.59092816451,12713,1,1
391190,846.558730617032,87939022,1,1
391211,2206.19523989483,138366,1,1
391212,4060.40618588431,2278932,1,1
391220,9666.03305927831,14263138,1,1
391231,914.890831003879,7498396,1,1
391239,1175.93494042725,37197503,1,1
391290,1345.19997997967,25141760,1,1
391310,2776.71188978722,9445570,1,1
391390,1012.79641396034,32606116,1,1
391400,1981.82025967676,41664135,1,1
391510,735.101280518737,8498080,1,1
391520,3222.7382156369,5556507,1,1
391530,3335.86034490487,845438,1,1
391590,1264.80738635056,54984921,1,1
391610,2269.24493611607,111640452,1,1
391620,1771.26624858635,61469591,1,1
391690,1145.19251549473,47885475,1,1
391710,2062.31611547491,10243190,1,1
391721,1831.25189233328,84683098,1,1
391722,2480.37625236766,18811147,1,1
391723,769.921758540472,73403441,1,1
391729,1216.18517350023,53358247,1,1
391731,2649.65495708524,18981206,1,1
391732,631.48588397596,65038525,0,0
391733,790.814752664629,22888120,1,1
391739,626.188735824384,83484253,0,0
391740,668.516829414839,159558988,1,1
391810,1393.7951417579,104504712,0,0
391890,816.13360710095,19314840,0,0
391910,990.821896075649,166727020,0,0
391990,678.018680516055,368799788,1,1
392010,955.958916987053,587294686,1,1
392020,774.716380561593,254672297,1,1
392030,1110.31970273908,47485879,1,1
392043,1170.19675213388,68838636,1,1
392049,933.349635892677,63925538,1,1
392051,2501.75554915094,85708724,1,1
392059,1491.99971309842,13657898,1,1
392061,1173.41706878967,31910731,1,1
392062,838.286986450476,139453759,1,1
392063,1665.06711259626,2144579,1,1
392069,945.613170609052,16587681,1,1
392071,7310.32429014996,10220087,1,1
392073,5221.43918434902,1008108,1,1
392079,1307.07535350483,4508571,1,1
392091,2547.87612614174,24386545,1,1
392092,972.642581727354,9566109,1,1
392093,10000,16672,1,1
392094,1504.97171921641,1881871,1,1
392099,1595.93955564925,90040072,1,1
392111,1026.30400497192,63689362,1,1
392112,786.428339240773,32547799,1,1
392113,1031.1228454825,101012714,1,1
392114,8281.80827100463,5523431,1,1
392119,1148.21913694714,173240893,1,1
392190,517.9291370877,303183038,1,1
392210,877.563979896857,26156664,1,0
392220,2912.88639914171,12778201,1,0
392290,2161.12007159823,14621405,1,0
392310,567.086951829145,414397756,1,1
392321,1300.16626456592,349103476,0,0
392329,588.596648838463,51797447,0,0
392330,706.353450268238,413477883,0,0
392340,1150.02585948039,6508821,1,1
392350,736.284950210224,358994211,0,0
392390,633.334036607518,448396280,0,0
392410,1027.74297402296,142233588,1,0
392490,845.92532051761,143681188,1,0
392510,649.267369604326,48968290,1,0
392520,1129.98607303673,87767768,1,0
392530,1694.72147382737,11841212,1,0
392590,519.275433657448,188830509,1,0
392610,845.285522465722,5337983,1,1
392620,1935.8934305249,14033558,0,0
392630,1900.66714956994,49554642,1,1
392640,1034.79321307907,8836923,0,0
392690,488.977476123165,958323019,0,0
400110,2010.55538898153,2054881,1,1
400121,2129.93374711071,294112,1,1
400122,5022.83292544562,16944804,1,1
400129,6714.97158582079,10274934,1,1
400130,4348.36354736944,16712,1,1
400211,5956.57939482431,43414770,1,1
400219,3257.4043925116,104280449,1,1
400220,5035.63460821627,68933489,1,1
400231,2990.5273852117,2735694,1,1
400239,7927.64477725967,9370264,1,1
400241,2145.92254117582,1676334,1,1
400249,1892.1373010097,7414992,1,1
400251,5281.7760220488,318918,1,1
400259,2947.18811632266,10809813,1,1
400260,9795.10874143716,24809932,1,1
400270,3176.56506862568,46258429,1,1
400280,5268.53111615016,17640,1,1
400291,6202.49890342215,1067109,1,1
400299,1872.39764588766,14887530,1,1
400300,3020.47738605213,8949850,1,1
400400,2070.79397362529,8791914,1,1
400510,1691.69983614973,141997875,1,1
400520,3658.45699443602,1527533,1,1
400591,6016.45780564524,44721760,1,1
400599,1074.9593346859,8316369,1,1
400610,5412.30039990987,110541,1,1
400690,1436.12351233274,3841983,1,1
400700,1447.94647478453,425658,0,0
400811,1773.40308665039,27430155,1,1
400819,802.868895194126,1869343,1,1
400821,1013.67217358947,50124109,1,1
400829,2499.48902602468,12355024,1,1
400911,3995.24833891238,15330314,1,1
400912,1006.93405905267,8486197,1,1
400921,3087.35545405804,58855855,1,1
400922,951.779657211959,15588475,1,1
400931,1451.86128206566,44932909,1,1
400932,1066.80452165026,33282339,1,1
400941,2009.15589255041,40262117,1,1
400942,565.360746760457,17442879,1,1
401011,7581.5529863148,13132506,1,1
401012,2259.48004096196,83863424,1,1
401019,962.837514916488,7770550,1,1
401031,2712.19565558444,7335872,1,1
401032,2214.58309368975,16883337,1,1
401033,1895.21090441239,2041481,1,1
401034,2725.6429946335,2342484,1,1
401035,1453.66196772658,843309,1,1
401036,1521.12845757693,225810,1,1
401039,1799.11021583533,25711806,0,0
401110,1384.40742426267,571000323,1,0
401120,1314.74127504608,580272978,1,0
401140,5110.25788859613,13028437,1,0
401150,2282.92707117847,6830910,1,0
401170,2434.72559179052,54057861,0,0
401180,4991.44908282023,365647612,0,0
401190,2289.28041359892,13868107,0,0
401211,10000,53944,1,0
401212,3629.55360711005,93784,1,0
401219,1709.74739615477,977738,1,0
401220,2192.25048552395,1221757,0,0
401290,2151.02413829526,75659806,0,0
401310,1749.62927177721,267275,1,1
401320,3963.69992912605,158934,1,1
401390,3335.27346305446,3546106,0,0
401410,2478.22825755386,7652696,0,0
401490,2887.98883420201,990074,0,0
401512,1233.75121816347,8904442,0,0
401519,1364.49671623459,17277590,0,0
401590,1241.94647054236,664013,0,0
401610,2589.75435907426,26358240,1,1
401691,1591.08244008734,32006806,1,0
401692,1346.48636786939,215171,1,1
401693,708.60294100787,251877845,0,0
401694,2668.03473400773,2699921,1,1
401695,1268.43516308536,7294339,0,0
401699,980.987931807274,204979437,0,0
401700,1344.91789084987,2209270,0,0
410120,10000,59762,1,1
410150,10000,321527,1,1
410210,8843.09697816563,131392,1,1
410330,10000,9468,1,1
410390,3315.98779667635,79474,1,1
410411,5270.01157026002,330244,1,1
410419,4456.66940478299,165135,1,1
410441,1761.80691195543,119977,1,1
410449,1781.67230437304,220599,1,1
410510,9490.77505848776,103883,1,1
410530,6018.89836718811,51070,1,1
410622,10000,6664,1,1
410632,10000,4425,1,1
410692,5208.05798477968,145292,1,1
410711,1704.34903318475,4250085,1,1
410712,3061.19520586944,1894671,1,1
410719,6252.68552525744,5792612,1,1
410791,2145.32413336039,1733886,1,1
410792,4103.70335000655,4009534,1,1
410799,2408.98058598519,1504065,1,1
411200,5577.13302527264,67693,1,1
411310,3517.5951998715,13188,1,1
411320,10000,46727,1,1
411330,5003.77048181523,7975,1,1
411390,3304.45895228409,143176,1,1
411410,2820.40538843017,32923,1,1
411420,10000,10905,1,1
411510,3544.93248438764,275004,1,1
420100,1008.45383218121,14104056,0,0
420211,1772.9400487706,1151930,1,0
420212,898.033627344395,22402306,0,0
420219,1826.74934009348,2267608,1,0
420221,3250.07113185317,55429480,1,0
420222,3544.74759018443,44704622,0,0
420229,1149.42056061588,717667,1,0
420231,2234.18676157079,5469339,1,0
420232,2715.53527983703,32070249,0,0
420239,1445.53229248467,196128,1,0
420291,1300.91432477638,5862603,0,0
420292,683.73268542029,95599716,0,0
420299,911.253518596966,8848345,0,0
420310,1867.15602447745,5150992,1,0
420321,1141.4006120461,4440621,1,0
420329,1297.15898600604,7458553,0,0
420330,1937.37283849711,7023434,1,0
420340,1891.19014792492,204052,1,0
420500,3685.69622036528,6925338,1,0
420600,10000,6400,0,0
430110,6508.37258612607,77768,1,1
430160,8185.26793379353,29290,1,1
430180,5649.3916668655,1466104,1,1
430190,10000,9071,1,1
430211,8357.60332081551,122439,1,1
430219,1622.86337065523,737511,1,1
430220,7761.87959600872,236872,1,1
430230,2318.45182782155,137443,0,0
430310,5128.88192328418,1252848,0,0
430390,2836.82199314053,438259,1,1
430400,3005.32961704926,41683,1,1
440121,4173.04626162889,38340839,1,1
440122,3017.88703239038,7448664,1,1
440131,1155.36466139238,11991155,1,1
440132,5540.74213138214,688850,1,1
440139,1132.60161876454,3599201,1,1
440141,3781.49395240707,670796,1,1
440149,2371.81801841242,505661,1,1
440210,4710.30205452717,55383,0,0
440220,3526.35844896266,241455,0,0
440290,3333.07532778107,13146951,0,0
440311,2239.36844313072,7555219,1,1
440312,4893.21357131877,317856,1,1
440321,1296.54662569552,33239281,1,1
440322,2619.29445742173,700768,1,1
440323,6980.05108432748,79744608,1,1
440324,7295.07575506121,788801,1,1
440325,3824.81278394698,35738246,1,1
440326,8967.65748869774,233739,1,1
440342,10000,15719,1,1
440349,10000,2758,1,1
